RAW_NAME,CANONICAL_NAME,MANUFACTURER_ID
"JIANGSU GUANGDA MEDICAL MATERIAL GROUP CO., LTD.","JIANGSU GUANGDA MEDICAL MATERIAL GROUP CO., LTD.",680374
JIANGSU JIANYU HEALTH MEDICAL CO LTD,JIANGSU JIANYU HEALTH MEDICAL CO LTD,534673
JIANGSU JUMAO MEDICAL EQUIPMENT CO LTD,JIANGSU JUMAO MEDICAL EQUIPMENT CO LTD,437542
JIANGSU JUMAO X-CARE MEDICAL EQUIPMENT CO. LTD,JIANGSU JUMAO X-CARE MEDICAL EQUIPMENT CO. LTD,747973
"JIANGSU JUMAO X-CARE MEDICAL EQUIPMENT CO., LTD","JIANGSU JUMAO X-CARE MEDICAL EQUIPMENT CO., LTD",899532
"JIANGSU JUMAO X-CARE MEDICAL EQUIPMENT CO.,LTD","JIANGSU JUMAO X-CARE MEDICAL EQUIPMENT CO.,LTD",700569
"JIANGSU KANGJIAN MEDICAL APPARATUS CO., LTD","JIANGSU KANGJIAN MEDICAL APPARATUS CO., LTD",64449
JIANGSU NANFANG MEDICAL CO. LTD.,JIANGSU NANFANG MEDICAL CO. LTD.,512399
"JIANGSU WONDERFUL NONWOVEN TECH. CO., LTD","JIANGSU WONDERFUL NONWOVEN TECH. CO., LTD",491417
JIANGYIN SINBON ELECTRONICS CO LTD,JIANGYIN SINBON ELECTRONICS CO LTD,516623
JJGC S.A.,JJGC S.A.,247062
JJM (SUZHOU) LTD. 3006356043,JJM (SUZHOU) LTD. 3006356043,188941
"JK PRODUCTS & SERVICES, INC.","JK PRODUCTS & SERVICES, INC.",630432
JOERNS HEALTH,JOERNS HEALTH,639170
JOERNS HEALTHCARE,JOERNS HEALTHCARE,684795
JOERNS HEALTHCARE INC.,JOERNS HEALTHCARE INC.,329360
"JOHNSON  JOHNSON SURGICAL VISION, INC.","JOHNSON  JOHNSON SURGICAL VISION, INC.",481559
"JOHNSON & JOHNSON / DEPUY SYNTHES, INC.","JOHNSON & JOHNSON / DEPUY SYNTHES, INC.",147407
"JOHNSON & JOHNSON / ETHICON, INC.","JOHNSON & JOHNSON / ETHICON, INC.",298362
JOHNSON & JOHNSON / MENTOR,JOHNSON & JOHNSON / MENTOR,60295
JOHNSON & JOHNSON / MENTOR WORLDWIDE LLC,JOHNSON & JOHNSON / MENTOR WORLDWIDE LLC,521568
JOHNSON & JOHNSON / STOCKERT GMBH,JOHNSON & JOHNSON / STOCKERT GMBH,507866
"JOHNSON & JOHNSON / [ETHICON, INC.] YD","JOHNSON & JOHNSON / [ETHICON, INC.] YD",871485
JOHNSON & JOHNSON CONSUMER INC.,JOHNSON & JOHNSON CONSUMER INC.,314504
JOHNSON & JOHNSON MEDICAL (SUZHOU) LTD.,JOHNSON & JOHNSON MEDICAL (SUZHOU) LTD.,865581
JOHNSON & JOHNSON MEDICAL GMBH,JOHNSON & JOHNSON MEDICAL GMBH,643402
JOHNSON & JOHNSON SURGICAL VISION INC.,JOHNSON & JOHNSON SURGICAL VISION INC.,72333
"JOHNSON & JOHNSON SURGICAL VISION, INC.","JOHNSON & JOHNSON SURGICAL VISION, INC.",452178
JOHNSON & JOHNSON VISION CARE - IRELAND,JOHNSON & JOHNSON VISION CARE - IRELAND,221578
JOHNSON & JOHNSON VISION CARE ¿ IRELAND,JOHNSON & JOHNSON VISION CARE ¿ IRELAND,503932
"JOHNSON & JOHNSON VISION CARE, INC.","JOHNSON & JOHNSON VISION CARE, INC.",293032
"JOHNSON & JOHNSON VISION CARE, INC. - US","JOHNSON & JOHNSON VISION CARE, INC. - US",709257
"JOHNSON & JOHNSON VISION CARE, INC. ¿ IRELAND","JOHNSON & JOHNSON VISION CARE, INC. ¿ IRELAND",332083
"JOHNSON & JOHNSON VISION CARE, INC. ¿ US","JOHNSON & JOHNSON VISION CARE, INC. ¿ US",766561
"JOHNSON & JOHNSON/ NEUWAVE MEDICAL, INC.","JOHNSON & JOHNSON/ NEUWAVE MEDICAL, INC.",697447
"JOHNSON & JOHNSON/ETHICON, INC.","JOHNSON & JOHNSON/ETHICON, INC.",267009
JOHNSON &AMP; JOHNSON CONSUMER INC,JOHNSON &AMP; JOHNSON CONSUMER INC,286801
JOHNSON &AMP; JOHNSON CONSUMER INC.,JOHNSON &AMP; JOHNSON CONSUMER INC.,356533
JOHNSON &AMP; JOHNSON CONSUMER PRODUCTS DR PARQUE INDU,JOHNSON &AMP; JOHNSON CONSUMER PRODUCTS DR PARQUE INDU,389079
JOHNSON AND JOHNSON,JOHNSON AND JOHNSON,97951
"JOHNSON AND JOHNSON / ETHICON ENDO-SURGERY, INC.","JOHNSON AND JOHNSON / ETHICON ENDO-SURGERY, INC.",2043
"JOHNSON AND JOHNSON / ETHICON, INC","JOHNSON AND JOHNSON / ETHICON, INC",782208
"JOHNSON AND JOHNSON / ETHICON, INC.","JOHNSON AND JOHNSON / ETHICON, INC.",203837
JOHNSON AND JOHNSON / MENTOR,JOHNSON AND JOHNSON / MENTOR,402241
JOHNSON AND JOHNSON / MENTOR WORLDWIDE LLC,JOHNSON AND JOHNSON / MENTOR WORLDWIDE LLC,415684
"JOHNSON AND JOHNSON /DEPUY ORTHOPAEDICS, INC","JOHNSON AND JOHNSON /DEPUY ORTHOPAEDICS, INC",849428
JOHNSON AND JOHNSON CONSUMER INC,JOHNSON AND JOHNSON CONSUMER INC,57577
JOHNSON AND JOHNSON CONSUMER INC.,JOHNSON AND JOHNSON CONSUMER INC.,717514
JOHNSON AND JOHNSON MEDICAL DEVICE PRODUCTS / ETHICON INC.,JOHNSON AND JOHNSON MEDICAL DEVICE PRODUCTS / ETHICON INC.,662933
"JOHNSON AND JOHNSON SURGICAL VISION, INC.","JOHNSON AND JOHNSON SURGICAL VISION, INC.",888221
"JOHNSON AND JOHNSON VISION CARE, INC.","JOHNSON AND JOHNSON VISION CARE, INC.",47450
JOHNSON AND JOHNSON/ETHICON INC.,JOHNSON AND JOHNSON/ETHICON INC.,890893
JOHNSON&JOHNSON / MENTOR WORLDWIDE LLC,JOHNSON&JOHNSON / MENTOR WORLDWIDE LLC,553167
JOIMAX GMBH,JOIMAX GMBH,674715
JOINT RESTORATION FOUNDATION INC,JOINT RESTORATION FOUNDATION INC,4800
JOLIFE AB - 3005445717,JOLIFE AB - 3005445717,135529
JULIA KAPFENBERGER,JULIA KAPFENBERGER,211311
JUSTRIGHT SURGICAL,JUSTRIGHT SURGICAL,442763
"JUSTRIGHT SURGICAL / BOLDER SURGICAL, LLC","JUSTRIGHT SURGICAL / BOLDER SURGICAL, LLC",115574
"K-C AFC MANUFACTURING, S. DE R.L. DE C.V","K-C AFC MANUFACTURING, S. DE R.L. DE C.V",420265
"K-C AFC MANUFACTURING, S. DE R.L. DE C.V.","K-C AFC MANUFACTURING, S. DE R.L. DE C.V.",666931
K2M,K2M,723634
K2M INC.,K2M INC.,156368
"K2M, INC.","K2M, INC.",521795
"K2M. INC, A SUBSIDIARY OF  STRYKER CORPORATION","K2M. INC, A SUBSIDIARY OF  STRYKER CORPORATION",146377
KALEO,KALEO,78502
KALITED DIRECT DBA KALITEC MEDICAL,KALITED DIRECT DBA KALITEC MEDICAL,692090
KANEKA,KANEKA,262319
KANEKA CORPORATION,KANEKA CORPORATION,556067
KAP MEDICAL,KAP MEDICAL,245867
KARL LEIBINGER MEDIZINTECHNIK GMBH & CO. KG,KARL LEIBINGER MEDIZINTECHNIK GMBH & CO. KG,469359
KARL STORZ ENDOSCOPY AMERICA INC.,KARL STORZ ENDOSCOPY AMERICA INC.,150902
KARL STORZ ENDOSCOPY-AMERICA,KARL STORZ ENDOSCOPY-AMERICA,94301
"KARL STORZ ENDOSCOPY-AMERICA, INC","KARL STORZ ENDOSCOPY-AMERICA, INC",27211
"KARL STORZ ENDOSCOPY-AMERICA, INC.","KARL STORZ ENDOSCOPY-AMERICA, INC.",116517
KARL STORZ ENDOVISION,KARL STORZ ENDOVISION,208701
"KARL STORZ ENDOVISION, INC.","KARL STORZ ENDOVISION, INC.",639204
KARL STORZ GMBH  CO. KG,KARL STORZ GMBH  CO. KG,146252
KARL STORZ GMBH & CO. KG,KARL STORZ GMBH & CO. KG,400380
KARL STORZ IMAGING,KARL STORZ IMAGING,144777
KARL STORZ SE & CO KG,KARL STORZ SE & CO KG,154412
KARL STORZ SE & CO. KG,KARL STORZ SE & CO. KG,506285
KARL STORZ SE AND CO. KG,KARL STORZ SE AND CO. KG,655409
KARL STORZ SE CO. KG,KARL STORZ SE CO. KG,805944
KATECHO,KATECHO,417269
KATECHO INCORPORATED,KATECHO INCORPORATED,88303
"KATENA PRODUCTS, INC","KATENA PRODUCTS, INC",231039
KAVO DENTAL GMBH,KAVO DENTAL GMBH,150829
KAVO DENTAL GMBH / KALTENBACH AND VOIGT GMBH,KAVO DENTAL GMBH / KALTENBACH AND VOIGT GMBH,139808
KAVO DENTAL TECHNOLOGIES LLC,KAVO DENTAL TECHNOLOGIES LLC,474086
"KAVO DENTAL TECHNOLOGIES, LLC","KAVO DENTAL TECHNOLOGIES, LLC",750330
"KAZ USA, INC., A HELEN OF TROY COMPANY","KAZ USA, INC., A HELEN OF TROY COMPANY",27507
KCI MANUFACTURING AN-ACELITY COMPANY,KCI MANUFACTURING AN-ACELITY COMPANY,838199
KCI USA INC.,KCI USA INC.,596025
"KCI USA, INC","KCI USA, INC",860009
"KCI USA, INC.","KCI USA, INC.",263398
KENDALL / COVIDIEN,KENDALL / COVIDIEN,93082
KENDALL COMPANY ARGYLE PLANT,KENDALL COMPANY ARGYLE PLANT,864113
"KENDALL GAMMATRON, THAILAND","KENDALL GAMMATRON, THAILAND",387293
KENVUE,KENVUE,832927
"KESTRA MEDICAL TECHNOLOGIES, INC","KESTRA MEDICAL TECHNOLOGIES, INC",565888
"KESTRA MEDICAL TECHNOLOGIES, INC.","KESTRA MEDICAL TECHNOLOGIES, INC.",537719
KEYMED (MEDICAL AND INDUSTRIAL EQUIPMENT) LTD,KEYMED (MEDICAL AND INDUSTRIAL EQUIPMENT) LTD,759836
KEYMED (MEDICAL AND INDUSTRIAL EQUIPMENT) LTD.,KEYMED (MEDICAL AND INDUSTRIAL EQUIPMENT) LTD.,30842
KEYSTONE DENTAL,KEYSTONE DENTAL,880741
KEYSTONE DENTAL INC,KEYSTONE DENTAL INC,337073
"KEYSTONE DENTAL, INC.","KEYSTONE DENTAL, INC.",784068
KIK CUSTOM PRODUCTS,KIK CUSTOM PRODUCTS,894837
KIMBERLY - CLARK CORP.,KIMBERLY - CLARK CORP.,271495
KIMBERLY - CLARK CORP. CONWAY MILL,KIMBERLY - CLARK CORP. CONWAY MILL,483470
KIMBERLY CLARK CORP.,KIMBERLY CLARK CORP.,814788
KIMBERLY- CLARK CORP.,KIMBERLY- CLARK CORP.,147170
KIMBERLY-CLARK / AVANOS MEDICAL (LAB) - IRVINE,KIMBERLY-CLARK / AVANOS MEDICAL (LAB) - IRVINE,462003
KIMBERLY-CLARK CORP.,KIMBERLY-CLARK CORP.,513244
KIMBERLY-CLARK CORPORATION,KIMBERLY-CLARK CORPORATION,135571
KIMBERLY-CLARK CORPORATION - CONWAY MILL,KIMBERLY-CLARK CORPORATION - CONWAY MILL,742940
KIMBERLY-CLARK CORPORATION COLD SPRINGS,KIMBERLY-CLARK CORPORATION COLD SPRINGS,823549
KIMBERLY-CLARK CORPORATION CONWAY MILL,KIMBERLY-CLARK CORPORATION CONWAY MILL,462634
"KIMBERLY-CLARK GLOBAL SALES, LLC","KIMBERLY-CLARK GLOBAL SALES, LLC",658285
"KIMBERLY-CLARK PERSONAL HYGIENIC PRODUCTS CO. ,LTD","KIMBERLY-CLARK PERSONAL HYGIENIC PRODUCTS CO. ,LTD",300389
KIMBERY-CLARK CORP,KIMBERY-CLARK CORP,53294
"KINETIC CONCEPTS, INC","KINETIC CONCEPTS, INC",369319
"KINETIC CONCEPTS, INC.","KINETIC CONCEPTS, INC.",622679
KIRWAN SURGICAL PRODUCTS,KIRWAN SURGICAL PRODUCTS,441408
KIRWAN SURGICAL PRODUCTS LLC,KIRWAN SURGICAL PRODUCTS LLC,534398
KIRWAN SURGICAL PRODUCTS LLC.,KIRWAN SURGICAL PRODUCTS LLC.,851243
"KIRWAN SURGICAL PRODUCTS, INC.","KIRWAN SURGICAL PRODUCTS, INC.",593327
KITRON AB,KITRON AB,46751
KLS MARTIN GMBH + CO. KG,KLS MARTIN GMBH + CO. KG,99881
KLS MARTIN LP,KLS MARTIN LP,126759
"KLS MARTIN MANUFACTURING, LLC","KLS MARTIN MANUFACTURING, LLC",465661
KLS MARTIN SE & CO. KG,KLS MARTIN SE & CO. KG,620171
KLS-MARTIN L.P.,KLS-MARTIN L.P.,877082
"KONICA MINOLTA, INC.","KONICA MINOLTA, INC.",441145
KORU MEDICAL SYSTEMS,KORU MEDICAL SYSTEMS,499292
"KORU MEDICAL SYSTEMS, INC","KORU MEDICAL SYSTEMS, INC",246890
"KORU MEDICAL SYSTEMS, INC.","KORU MEDICAL SYSTEMS, INC.",364813
"KORU RMS MEDICAL / KORU MEDICAL SYSTEMS, INC.","KORU RMS MEDICAL / KORU MEDICAL SYSTEMS, INC.",656367
KOSSAN LATEX INDUSTRIES (M) SDN BHD,KOSSAN LATEX INDUSTRIES (M) SDN BHD,856261
KOTEX / KIMBERLY-CLARK CORP.,KOTEX / KIMBERLY-CLARK CORP.,510899
KREG MEDICAL LLC,KREG MEDICAL LLC,778679
"KT HEALTH, LLC.","KT HEALTH, LLC.",679582
KULZER,KULZER,352526
KULZER GMBH,KULZER GMBH,571282
KULZER GMBH - HQ,KULZER GMBH - HQ,250162
"KULZER, GMBH","KULZER, GMBH",363510
"KULZER, GMBH-HQ","KULZER, GMBH-HQ",251815
KURIN INC,KURIN INC,705793
"KURIN, INC.","KURIN, INC.",147706
KYOWA LTD IZUMISANO FACTORY,KYOWA LTD IZUMISANO FACTORY,563381
"L3 TECHNOLOGIES, INC","L3 TECHNOLOGIES, INC",651532
"LA ADA DE ACUNA, S. DE. R. L. DE C. V.","LA ADA DE ACUNA, S. DE. R. L. DE C. V.",800969
LABORIE MEDICAL TECHNOLOGIES CANADA ULC,LABORIE MEDICAL TECHNOLOGIES CANADA ULC,832405
LABSTYLE INNOVATIONS LTD.,LABSTYLE INNOVATIONS LTD.,503981
LAKE REGION MANUFACTURING,LAKE REGION MANUFACTURING,726234
LAKE REGION MEDICAL,LAKE REGION MEDICAL,772066
LAKE REGION MEDICAL LIMITED,LAKE REGION MEDICAL LIMITED,570234
LARES RESEARCH,LARES RESEARCH,283075
"LASER PERIPHERALS, LLC","LASER PERIPHERALS, LLC",595152
LASERLIPO LIMITED,LASERLIPO LIMITED,114174
LCJ,LCJ,412876
LDR MEDICAL,LDR MEDICAL,830144
LDR MÉDICAL,LDR MÉDICAL,414048
LEICA BIOSYSTEMS MELBOURNE PTY. LTD,LEICA BIOSYSTEMS MELBOURNE PTY. LTD,284819
LEICA BIOSYSTEMS MELBOURNE PTY. LTD.,LEICA BIOSYSTEMS MELBOURNE PTY. LTD.,524122
LEICA BIOSYSTEMS NEWCASTLE LTD,LEICA BIOSYSTEMS NEWCASTLE LTD,787897
LEICA BIOSYSTEMS NUSSLOCH GMBH,LEICA BIOSYSTEMS NUSSLOCH GMBH,708294
LEICA MICROSYSTEMS (SCHWEIZ) AG,LEICA MICROSYSTEMS (SCHWEIZ) AG,803144
"LEMAITRE VASCULAR, INC","LEMAITRE VASCULAR, INC",856200
"LEMAITRE VASCULAR, INC.","LEMAITRE VASCULAR, INC.",612934
LENA CUP LLC,LENA CUP LLC,766622
"LENSAR, INC","LENSAR, INC",96858
LENSTEC BARBADOS INC.,LENSTEC BARBADOS INC.,607701
"LENSTEC BARBADOS, INC.","LENSTEC BARBADOS, INC.",571902
LEONHARD LANG GMBH,LEONHARD LANG GMBH,801309
"LEPU MEDICAL TECHNOLOGY (BEIJING) CO., LTD","LEPU MEDICAL TECHNOLOGY (BEIJING) CO., LTD",197974
"LEPU MEDICAL TECHNOLOGY (BEIJING) CO.,LTD","LEPU MEDICAL TECHNOLOGY (BEIJING) CO.,LTD",633425
LEPU MEDICAL TECHNOLOGY LTD.,LEPU MEDICAL TECHNOLOGY LTD.,464982
LESSPINE INNOVATIONS,LESSPINE INNOVATIONS,251083
LEVENTON S.A.U.,LEVENTON S.A.U.,801072
LEXINGTON MEDICAL INC.,LEXINGTON MEDICAL INC.,216388
"LEXION MEDICAL, LLC","LEXION MEDICAL, LLC",895091
LIEBEL-FLARSHEIM,LIEBEL-FLARSHEIM,258362
LIEBEL-FLARSHEIM COMPANY LLC,LIEBEL-FLARSHEIM COMPANY LLC,892585
LIFE INSTRUMENT CORP,LIFE INSTRUMENT CORP,876473
"LIFE SPINE, INC.","LIFE SPINE, INC.",723258
LIFE TECHNOLOGIES CORP (THERMO FISHER SCIENTIFIC),LIFE TECHNOLOGIES CORP (THERMO FISHER SCIENTIFIC),271830
LIFECELL,LIFECELL,375957
"LIFECORE BIOMEDICAL, LLC","LIFECORE BIOMEDICAL, LLC",307030
LIFESCAN EUROPE GMBH,LIFESCAN EUROPE GMBH,678332
"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL","LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL",101346
"LIFESCAN EUROPE, GMBH","LIFESCAN EUROPE, GMBH",504820
LIFESCAN INC,LIFESCAN INC,575172
LIFESCAN INC.,LIFESCAN INC.,734730
LIFESCAN SCOTLAND LTD,LIFESCAN SCOTLAND LTD,411582
"LIFESCAN, INC.","LIFESCAN, INC.",158861
"LIFESTYLE MOBILITY AIDS, INC.","LIFESTYLE MOBILITY AIDS, INC.",283680
"LIFEWATCH SERVICES, INC.","LIFEWATCH SERVICES, INC.",28604
LIGHTFORCE ORTHODONTICS,LIGHTFORCE ORTHODONTICS,361197
LIKO AB,LIKO AB,887764
LIMA CORPORATE S.P.A.,LIMA CORPORATE S.P.A.,442347
LIMACORPORATE S.P.A,LIMACORPORATE S.P.A,307027
LIMACORPORATE S.P.A.,LIMACORPORATE S.P.A.,789990
LIMACORPORATE SPA,LIMACORPORATE SPA,697077
LINA MEDICAL APS,LINA MEDICAL APS,707930
LINVATEC CORPORATION D/B/A CONMED LINVATEC,LINVATEC CORPORATION D/B/A CONMED LINVATEC,230637
LISA LASER PRODUCTS GMBH,LISA LASER PRODUCTS GMBH,882261
LISTEN CLEAR,LISTEN CLEAR,865184
"LITECURE, LLC A DJO LLC COMPANY","LITECURE, LLC A DJO LLC COMPANY",655913
LIVA NOVA,LIVA NOVA,740802
"LIVA NOVA SORIN / LIVA NOVA USA, INC.","LIVA NOVA SORIN / LIVA NOVA USA, INC.",516353
"LIVA NOVA USA, INC.","LIVA NOVA USA, INC.",808483
LIVANOVA CANADA CORP,LIVANOVA CANADA CORP,341631
LIVANOVA CANADA CORP.,LIVANOVA CANADA CORP.,761828
LIVANOVA CANDA CORP,LIVANOVA CANDA CORP,517085
LIVANOVA DEUTSCHLAND,LIVANOVA DEUTSCHLAND,290081
LIVANOVA DEUTSCHLAND GMBH,LIVANOVA DEUTSCHLAND GMBH,315881
LIVANOVA DUTSCHLAND GMBH,LIVANOVA DUTSCHLAND GMBH,242056
LIVANOVA INC,LIVANOVA INC,688281
LIVANOVA USA INC,LIVANOVA USA INC,865732
LIVANOVA USA INC.,LIVANOVA USA INC.,745463
"LIVANOVA USA, INC","LIVANOVA USA, INC",527581
"LIVANOVA USA, INC.","LIVANOVA USA, INC.",825510
LIVONGO HEALTH,LIVONGO HEALTH,10369
LIVONGO HEALTH INC,LIVONGO HEALTH INC,358769
LIVONGO HEALTH INC.,LIVONGO HEALTH INC.,691048
"LIVONGO HEALTH, INC","LIVONGO HEALTH, INC",533840
"LIVONGO HEALTH, INC.","LIVONGO HEALTH, INC.",742246
"LIVONGO HEALTH/ TELADOC HEALTH, INC.","LIVONGO HEALTH/ TELADOC HEALTH, INC.",504737
LOHMANN & RAUSCHER GMBH & CO,LOHMANN & RAUSCHER GMBH & CO,1942
LOMBARD MEDICAL LTD,LOMBARD MEDICAL LTD,814008
LSI SOLUTIONS,LSI SOLUTIONS,588241
"LSI SOLUTIONS , INC.","LSI SOLUTIONS , INC.",698794
"LSI SOLUTIONS, INC.","LSI SOLUTIONS, INC.",39194
"LUCIRA HEALTH, INC.","LUCIRA HEALTH, INC.",472006
LUMENIS,LUMENIS,61522
LUMENIS   LTD.,LUMENIS   LTD.,820479
LUMENIS BE,LUMENIS BE,761038
LUMENIS BE LTD,LUMENIS BE LTD,847195
LUMENIS LTD,LUMENIS LTD,325001
LUMENIS LTD.,LUMENIS LTD.,353878
"LUMENIS, INC.","LUMENIS, INC.",716275
"LUMENIS, LTD.","LUMENIS, LTD.",754354
LUMENISLTD,LUMENISLTD,106354
LUMINEX CORPORATION,LUMINEX CORPORATION,293903
LUMINOSTICS (D.B.A CLIP HEALTH),LUMINOSTICS (D.B.A CLIP HEALTH),216024
LUMIRADX,LUMIRADX,286208
LUMIRADX SAN DIEGO,LUMIRADX SAN DIEGO,335544
LUMIRADX UK LTD,LUMIRADX UK LTD,579584
LUMIRADX UK LTD.,LUMIRADX UK LTD.,879752
"LUMITEX MEDICAL DEVICES, INC.","LUMITEX MEDICAL DEVICES, INC.",150402
LUNE GROUP OY LTD,LUNE GROUP OY LTD,224795
"LUTONIX, INC","LUTONIX, INC",141769
"LUTONIX, INC.","LUTONIX, INC.",66623
LYMPUS MEDICAL SYSTEMS CORP.,LYMPUS MEDICAL SYSTEMS CORP.,148816
LÖWENSTEIN MEDICAL TECHNOLOGY GMBH + CO. KG,LÖWENSTEIN MEDICAL TECHNOLOGY GMBH + CO. KG,695829
M AND C SCHIFFER GMBH,M AND C SCHIFFER GMBH,41823
M I TECH CO LTD,M I TECH CO LTD,15575
"MAGELLAN DIAGNOSTIC, INC","MAGELLAN DIAGNOSTIC, INC",461481
MAGELLAN DIAGNOSTICS INC,MAGELLAN DIAGNOSTICS INC,455503
"MAGELLAN DIAGNOSTICS, INC","MAGELLAN DIAGNOSTICS, INC",172059
"MAGELLAN DIAGNOSTICS, INC.","MAGELLAN DIAGNOSTICS, INC.",177854
MAGIC MOBILITY,MAGIC MOBILITY,654884
"MAGNOLIA MEDICAL TECHNOLOGIES, INC.","MAGNOLIA MEDICAL TECHNOLOGIES, INC.",668857
MAILLEFER INSTRUMENTS HOLDING SARL,MAILLEFER INSTRUMENTS HOLDING SARL,652619
MAINSTAY MEDICAL LIMITED,MAINSTAY MEDICAL LIMITED,686890
MAKO SURGICAL CORP.,MAKO SURGICAL CORP.,311297
MALEM MEDICAL,MALEM MEDICAL,352035
MALEM MEDICAL LTD,MALEM MEDICAL LTD,417633
MALEM MEDICAL LTD.,MALEM MEDICAL LTD.,787643
"MALEM MEDICAL, LTD","MALEM MEDICAL, LTD",858419
"MALEM MEDICAL, LTD.","MALEM MEDICAL, LTD.",355916
MALLINCKRODT DAR SRL,MALLINCKRODT DAR SRL,504910
MALLINCKRODT HOSPITAL PRODUCTS INC.,MALLINCKRODT HOSPITAL PRODUCTS INC.,705236
"MALLINCKRODT HOSPITAL PRODUCTS, INC. (THERAKOS INC.)","MALLINCKRODT HOSPITAL PRODUCTS, INC. (THERAKOS INC.)",518807
MALLINCKRODT INC.,MALLINCKRODT INC.,292553
MALLINCKRODT MANUFACTURING LLC,MALLINCKRODT MANUFACTURING LLC,588420
MALLINCKRODT MANUFACTURING LLC.,MALLINCKRODT MANUFACTURING LLC.,836343
MALLINCKRODT MEDICAL,MALLINCKRODT MEDICAL,551946
MALLINCKRODT PHARMACEUTICALS,MALLINCKRODT PHARMACEUTICALS,349866
MALLINCKRODT PHARMACEUTICALS IRELAND LIMITED,MALLINCKRODT PHARMACEUTICALS IRELAND LIMITED,596549
MAMMOTOME,MAMMOTOME,863691
"MANI, INC.","MANI, INC.",35718
MANNKIND CORPORATION  - V-GO,MANNKIND CORPORATION  - V-GO,646549
MANNKIND CORPORATION - V-GO,MANNKIND CORPORATION - V-GO,329546
MANUFACTURED FOR MICROPORT CRM S.R.L.,MANUFACTURED FOR MICROPORT CRM S.R.L.,4581
MAQUET  / DATASCOPE CORP.,MAQUET  / DATASCOPE CORP.,345911
"MAQUET (SUZHOU) CO.,LTD.","MAQUET (SUZHOU) CO.,LTD.",654253
MAQUET / DATASCOPE CORP.,MAQUET / DATASCOPE CORP.,474870
MAQUET CARDIOPULMONARY AG,MAQUET CARDIOPULMONARY AG,340359
MAQUET CARDIOPULMONARY GMBH,MAQUET CARDIOPULMONARY GMBH,144281
MAQUET CARDIOVASCULAR LLC,MAQUET CARDIOVASCULAR LLC,826891
MAQUET CARDIOVASCULAR LLC.,MAQUET CARDIOVASCULAR LLC.,615559
"MAQUET CARDIOVASCULAR, INC.","MAQUET CARDIOVASCULAR, INC.",177396
MAQUET CRITICAL CARE AB,MAQUET CRITICAL CARE AB,80965
MAQUET GMBH,MAQUET GMBH,319848
MAQUET MEDICAL SYSTEMS,MAQUET MEDICAL SYSTEMS,25892
"MAQUET MEDICAL SYSTEMS, USA","MAQUET MEDICAL SYSTEMS, USA",1141
MAQUET SAS,MAQUET SAS,139395
MAR COR PURIFICATION,MAR COR PURIFICATION,239983
"MARTECH MEDICAL PRODUCTS, INC.","MARTECH MEDICAL PRODUCTS, INC.",324602
MARVELWORKS LTD.,MARVELWORKS LTD.,336092
MASIMO - 15750 ALTON PKWY,MASIMO - 15750 ALTON PKWY,601815
MASIMO - 40 PARKER,MASIMO - 40 PARKER,793153
MASIMO - 52 DISCOVERY,MASIMO - 52 DISCOVERY,101177
MASIMO - MEXICALI,MASIMO - MEXICALI,184329
MASIMO CORPORATION,MASIMO CORPORATION,358805
MASIMO- CARDINAL HEALTH / MASIMO CORPORATION,MASIMO- CARDINAL HEALTH / MASIMO CORPORATION,437932
MASKC,MASKC,543076
MAST BIOSURGERY USA INC,MAST BIOSURGERY USA INC,272494
MATERIALISE NV,MATERIALISE NV,341308
"MATERIALISE USA, LLC","MATERIALISE USA, LLC",706910
MATORTHO,MATORTHO,262125
MATORTHO LIMITED,MATORTHO LIMITED,224733
MATRIX SURGICAL USA,MATRIX SURGICAL USA,525966
MAVIDON MEDICAL PRODUCTS,MAVIDON MEDICAL PRODUCTS,568780
MAVIG GMBH,MAVIG GMBH,209055
MAX MOBILITY LLC,MAX MOBILITY LLC,357159
"MAXTEC, LLC","MAXTEC, LLC",350089
MAZOR ROBOTICS LTD,MAZOR ROBOTICS LTD,872532
MC3 INC,MC3 INC,67990
MC3 INC.,MC3 INC.,859492
MCGHAN / ALLERGAN,MCGHAN / ALLERGAN,749043
MCGHAN / ALLERGAN INC.,MCGHAN / ALLERGAN INC.,60868
"MCGHAN / ALLERGAN, INC.","MCGHAN / ALLERGAN, INC.",199666
MCGHAN /ALLERGAN,MCGHAN /ALLERGAN,195738
MCGHAN 68MP 2004 (ALLERGAN) / ALLERGAN,MCGHAN 68MP 2004 (ALLERGAN) / ALLERGAN,329165
MCGHAN BIOCELL/ ALLERGAN,MCGHAN BIOCELL/ ALLERGAN,345263
MCGHAN MEDICAL CORPORATION / ALLERGAN,MCGHAN MEDICAL CORPORATION / ALLERGAN,587265
MCGHAN/ ALLERGAN,MCGHAN/ ALLERGAN,473351
MCGHAN/ALLERGAN,MCGHAN/ALLERGAN,362970
MCGRATH,MCGRATH,711484
MCKESSON ISRAEL LTD.,MCKESSON ISRAEL LTD.,334697
MCKESSON MEDICAL - SURGICAL INC.,MCKESSON MEDICAL - SURGICAL INC.,477029
MCKESSON MEDICAL-SURGICAL,MCKESSON MEDICAL-SURGICAL,57329
MCKESSON MEDICAL-SURGICAL INC.,MCKESSON MEDICAL-SURGICAL INC.,22473
